,rank,year,movie,wwbox_office,dombox_office,internationalbox_office,url,genre,production_companies,inflation_rank,infl_gross_box_office,actors,directors,main,number_of_stars,director_main,number_of_directors,production_companies_main,number_of_production_companies
281,282,2002,Die Another Day,431942139.0,160942139.0,271000000.0,/movie/Die-Another-Day,Action,"['Eon-Productions', 'Metro-Goldwyn-Mayer-Pictures']",322,253327595.0,[],[],,0,,0,Eon-Productions,2
282,283,2018,A Star is Born,431870523.0,215288866.0,216581657.0,/movie/Star-is-Born-A-(2018),Drama,"['Bill-Gerber', 'Jon-Peters', 'Joint-Effort', 'Warner-Bros', 'Live-Nation-Productions', 'Metro-Goldwyn-Mayer-Pictures']",421,216392918.0,"['Bradley Cooper', 'Lady Gaga']",['Bradley Cooper'],Bradley Cooper,2,Bradley Cooper,1,Bill-Gerber,6
283,284,2010,The Kingâs Speech,430821168.0,138797449.0,292023719.0,/movie/Kings-Speech-The,Drama,"['UK-Film-Council', 'See-Saw-Films', 'Bedlam', 'Momentum-Pictures', 'Aegis-Film-Fund', 'Molinare', 'FilmNation-Entertainment', 'Weinstein-Company']",711,160460218.0,"['Colin Firth', 'Geoffrey Rush', 'Helena Bonham Carter']",['Tom Hooper'],Colin Firth,3,Tom Hooper,1,UK-Film-Council,8
284,285,1973,The Exorcist,428214478.0,230347346.0,197867132.0,/movie/Exorcist-The,Horror,['Warner-Bros'],,,['Max von Sydow'],['William Friedkin'],Max von Sydow,1,William Friedkin,1,Warner-Bros,1
285,286,2018,Rampage,427947217.0,101028233.0,326918984.0,/movie/Rampage-(2018),Action,"['New-Line-Cinema', 'Seven-Bucks-Productions', 'Flynn-Picture-Company', 'ASAP-Films', 'Wrigley-Pictures']",,,"['Dwayne Johnson', 'Naomie Harris']",['Brad Peyton'],Dwayne Johnson,2,Brad Peyton,1,New-Line-Cinema,5
286,287,2003,The Matrix Revolutions,427300260.0,139270910.0,288029350.0,/movie/Matrix-Revolutions-The,Action,['EON-Enterprises'],439,211519441.0,['Keanu Reeves'],"['Andy Wachowski', 'Larry Wachowski<sup>*</sup>']",Keanu Reeves,1,Andy Wachowski,2,EON-Enterprises,1
287,288,2000,Cast Away,427230516.0,233632142.0,193598374.0,/movie/Cast-Away,Adventure,"['DreamWorks-Pictures', 'ImageMovers', 'Playtone', 'Twentieth-Century-Fox']",118,386996700.0,['Tom Hanks'],['Robert Zemeckis'],Tom Hanks,1,Robert Zemeckis,1,DreamWorks-Pictures,4
288,289,2020,Bad Boys For Life,424536881.0,204417855.0,220119026.0,/movie/Bad-Boys-For-Life-(Bad-Boys-3)-(2020),Action,"['Columbia-Pictures', '2-0-Entertainment', 'Overbrook-Entertainment', 'Don-Simpson', 'Jerry-Bruckheimer-Films']",471,204417855.0,"['Will Smith', 'Martin Lawrence']","['Adil El Arbi', 'Bilall Fallah']",Will Smith,2,Adil El Arbi,2,Columbia-Pictures,5
289,290,1990,Dances with Wolves,424208805.0,184208842.0,239999963.0,/movie/Dances-with-Wolves,Western,['Tig-Productions'],104,400383124.0,['Kevin Costner'],['Kevin Costner'],Kevin Costner,1,Kevin Costner,1,Tig-Productions,1
290,291,2010,The Chronicles of Narnia: The Voyage …,418186950.0,104386950.0,313800000.0,/movie/Chronicles-of-Narnia-The-Voyage-of-the-Dawn-Treader-The,Adventure,"['Walden-Media', 'Fox-2000-Pictures']",,,"['Georgie Henley', 'Skandar Keynes', 'Benjamin Barnes']",['Michael Apted'],Georgie Henley,3,Michael Apted,1,Walden-Media,2
291,292,2019,Zhongguo jizhang,417850370.0,706572.0,417143798.0,/movie/Zhongguo-jizhang-(China),Drama,"['Bona-Entertainment-Company', 'Alibaba-Pictures', 'Huaxia-Film-and-Distribution-Coroporation', 'Zhongzhi-Enterprise-Group', 'Zhejiang-Bona', 'Lamb-Film', 'Television-Media', 'Xiu-Shanfang-Culture-and-Art-Company', 'Sichuan-Aviation-Culture-Media-Advertising-Company', 'CAAC-News', 'Omnijoi', 'Yunnan-Jincai-Shijie-Pictures', 'Inner-Mongolia-Film-Group', 'Beijing-Huaming-Xingkong-International-Media', 'Asia-Pacific-Films', 'Wanda-Media', 'Shanghai-Fuyi-Media', 'Chong-Qing-Film-Group', 'E-Mei-Film-Group', 'Well-Go-USA-Entertainment']",,,"['Zhang Hanyu', 'Du Jiang', 'Li Qin']",['Andrew Lau'],Zhang Hanyu,3,Andrew Lau,1,Bona-Entertainment-Company,20
292,293,2008,The Chronicles of Narnia: Prince Caspian,417341288.0,141621490.0,275719798.0,/movie/Chronicles-of-Narnia-Prince-Caspian-The,Adventure,"['Walt-Disney-Pictures', 'Walden-Media', 'Mark-Johnson', 'Silverbell-Films']",578,180675880.0,[],[],,0,,0,Walt-Disney-Pictures,4
293,294,2013,The Wolverine,416456852.0,132556852.0,283900000.0,/movie/Wolverine-The,Action,"['20th-Century-Fox', 'Marvel-Studios', 'Donners-Company', 'TSG-Entertainment', 'Ingenious-Media']",794,149350640.0,['Hugh Jackman'],['James Mangold'],Hugh Jackman,1,James Mangold,1,20th-Century-Fox,5
294,295,1999,The Mummy,416385488.0,155385488.0,261000000.0,/movie/Mummy-The-(1999),Adventure,['Alphaville'],254,280183277.0,[],[],,0,,0,Alphaville,1
295,296,2016,Jason Bourne,416168316.0,162192920.0,253975396.0,/movie/Jason-Bourne,Action,"['Universal-Pictures', 'Perfect-World-Pictures', 'Kennedy-Marshall-Company-The', 'Captivate-Entertainment', 'Pearl-Street']",640,171755734.0,"['Matt Damon', 'Alicia Vikander']",['Paul Greengrass'],Matt Damon,2,Paul Greengrass,1,Universal-Pictures,5
296,297,2008,Sex and the City,415247258.0,152647258.0,262600000.0,/movie/Sex-and-the-City,Comedy,"['New-Line-Cinema', 'HBO-Films', 'Darren-Star']",506,194742186.0,[],[],,0,,0,New-Line-Cinema,3
297,298,1988,Rain Man,412800000.0,172825435.0,239974565.0,/movie/Rain-Man,Comedy,['Nan'],107,393599997.0,"['Dustin Hoffman', 'Tom Cruise']",['Barry Levinson'],Dustin Hoffman,2,Barry Levinson,1,Nan,1
298,299,1989,Batman,411348924.0,251188924.0,160160000.0,/movie/Batman,Action,"['Guber-Peters', 'Warner-Bros']",30,576664292.0,[],['Tim Burton'],,0,Tim Burton,1,Guber-Peters,2
299,300,2013,Pacific Rim,411002906.0,101802906.0,309200000.0,/movie/Pacific-Rim,Action,"['Warner-Bros', 'Legendary-Pictures', 'Guillermo-del-Toro', 'DDY']",,,"['Charlie Hunnam', 'Idris Elba', 'Rinko Kikuchi']",['Guillermo del Toro'],Charlie Hunnam,3,Guillermo del Toro,1,Warner-Bros,4
300,301,1992,The Bodyguard,410945720.0,121945720.0,289000000.0,/movie/Bodyguard-The,Thriller-or-Suspense,"['Warner-Bros', 'Tig-Productions']",284,269286880.0,"['Kevin Costner', 'Whitney Houston']",['Mick Jackson'],Kevin Costner,2,Mick Jackson,1,Warner-Bros,2
301,302,2017,The Mummy,409953905.0,80101125.0,329852780.0,/movie/Mummy-The-(2017),Adventure,"['Universal-Pictures', 'Perfect-World-Pictures', 'Secret-Hideout', 'Conspiracy-Factory', 'Sean-Daniel-Company']",,,"['Tom Cruise', 'Annabelle Wallis', 'Sofia Boutella']",['Alex Kurtzman'],Tom Cruise,3,Alex Kurtzman,1,Universal-Pictures,5
302,303,2017,Kingsman: The Golden Circle,408803696.0,100234838.0,308568858.0,/movie/Kingsman-The-Golden-Circle,Action,"['20th-Century-Fox', 'Marv-Films']",,,"['Colin Firth', 'Julianne Moore', 'Taron Egerton']",['Matthew Vaughn'],Colin Firth,3,Matthew Vaughn,1,20th-Century-Fox,2
303,304,2002,Signs,408250578.0,227969295.0,180281283.0,/movie/Signs,Thriller-or-Suspense,"['Touchstone-Pictures', 'Blinding-Edge-Pictures', 'Kennedy-Marshall-Company-The']",149,359401962.0,['Mel Gibson'],['M. Night Shyamalan'],Mel Gibson,1,M. Night Shyamalan,1,Touchstone-Pictures,3
304,305,2003,X-Men 2,406348630.0,214949694.0,191398936.0,/movie/X-Men-2-(2003),Action,['20th-Century-Fox'],185,326523909.0,"['Patrick Stewart', 'Hugh Jackman', 'Ian McKellen']",['Bryan Singer'],Patrick Stewart,3,Bryan Singer,1,20th-Century-Fox,1
305,306,2008,The Mummy: Tomb of the Dragon Emperor,405760225.0,102491776.0,303268449.0,/movie/Mummy-Tomb-of-the-Dragon-Emperor-The,Adventure,"['Universal-Pictures', 'Relativity-Media', 'Sommers-Company', 'Alphaville']",941,130755528.0,[],[],,0,,0,Universal-Pictures,4
306,307,2015,Kingsman: The Secret Service,404561724.0,128261724.0,276300000.0,/movie/Kingsman-The-Secret-Service,Action,"['20th-Century-Fox', 'TSG-Entertainment', 'Marv-Films']",877,139368612.0,"['Colin Firth', 'Samuel L. Jackson', 'Michael Caine']",['Matthew Vaughn'],Colin Firth,3,Matthew Vaughn,1,20th-Century-Fox,3
307,308,2012,Prometheus,402448265.0,126477084.0,275971181.0,/movie/Prometheus,Thriller-or-Suspense,"['20th-Century-Fox', 'Dune-Entertainment', 'Scott-Free-Films', 'Brandywine']",824,145543973.0,['Noomi Rapace'],['Ridley Scott'],Noomi Rapace,1,Ridley Scott,1,20th-Century-Fox,4
308,309,2008,Twilight,402280159.0,192769854.0,209510305.0,/movie/Twilight-(2008),Drama,"['Temple-Hill-Entertainment', 'Maverick-Films', 'Imprint-Entertainment', 'Summit-Entertainment']",341,245066622.0,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner']",['Catherine Hardwicke'],Kristen Stewart,3,Catherine Hardwicke,1,Temple-Hill-Entertainment,4
309,310,2009,Night at the Museum: Battle of the Sm…,402231063.0,177243721.0,224987342.0,/movie/Night-at-the-Museum-Battle-of-the-Smithsonian,Adventure,"['Twentieth-Century-Fox', '1492-Pictures']",419,216473663.0,[],[],,0,,0,Twentieth-Century-Fox,2
310,311,2016,Ice Age: Collision Course,402156682.0,64063008.0,338093674.0,/movie/Ice-Age-Collision-Course,Adventure,"['20th-Century-Fox-Animation', 'Blue-Sky-Studios']",,,"['Ray Romano', 'John Leguizamo', 'Denis Leary']",['Mike Thurmeier'],Ray Romano,3,Mike Thurmeier,1,20th-Century-Fox-Animation,2
311,312,2019,Alita: Battle Angel,401900040.0,85838210.0,316061830.0,/movie/Alita-Battle-Angel-(2019),Action,"['20th-Century-Fox', 'Lightstorm-Entertainment', 'Troublemaker-Studios']",,,"['Rosa Salazar', 'Christoph Waltz', 'Jennifer Connelly']",['Robert Rodriguez'],Rosa Salazar,3,Robert Rodriguez,1,20th-Century-Fox,3
312,313,2012,Snow White and the Huntsman,401021746.0,155136755.0,245884991.0,/movie/Snow-White-and-the-Huntsman,Adventure,['Roth-Films'],596,178524205.0,"['Kristen Stewart', 'Charlize Theron', 'Chris Hemsworth']",['Rupert Sanders'],Kristen Stewart,3,Rupert Sanders,1,Roth-Films,1
313,314,2010,Tron: Legacy,399866199.0,172062763.0,227803436.0,/movie/Tron-Legacy,Adventure,['Walt-Disney-Pictures'],488,199519859.0,"['Jeff Bridges', 'Garrett Hedlund', 'Olivia Wilde']",['Joseph Kosinski'],Jeff Bridges,3,Joseph Kosinski,1,Walt-Disney-Pictures,1
314,315,2006,Mission: Impossible III,399387745.0,133501348.0,265886397.0,/movie/Mission-Impossible-III,Action,['Cruise-Wagner'],544,186698067.0,['Tom Cruise'],['J.J. Abrams'],Tom Cruise,1,J.J. Abrams,1,Cruise-Wagner,1
315,316,2018,Mamma Mia: Here We Go Again!,394198356.0,120634935.0,273563421.0,/movie/Mamma-Mia-Here-We-Go-Again,Musical,"['Playtone', 'Universal-Pictures', 'Littlestar', 'Legendary-Pictures', 'Perfect-World-Pictures']",,,"['Amanda Seyfried', 'Meryl Streep', 'Lily James']",['Ol Parker'],Amanda Seyfried,3,Ol Parker,1,Playtone,5
316,317,2018,Solo: A Star Wars Story,393151347.0,213767512.0,179383835.0,/movie/Solo-A-Star-Wars-Story,Adventure,['Lucasfilm'],427,214940765.0,"['Alden Ehrenreich', 'Woody Harrelson', 'Emilia Clarke']",['Ron Howard'],Alden Ehrenreich,3,Ron Howard,1,Lucasfilm,1
317,318,2006,Superman Returns,391081192.0,200120000.0,190961192.0,/movie/Superman-Returns,Adventure,"['Warner-Bros', 'Legendary-Pictures', 'Jon-Peters', 'Bad-Hat-Harry-Productions']",255,279862466.0,[],[],,0,,0,Warner-Bros,4
318,319,1939,Gone with the Wind,390525192.0,198680470.0,191844722.0,/movie/Gone-with-the-Wind,Drama,['Metro-Goldwyn-Mayer-Pictures'],,,"['Vivien Leigh', 'Clark Gable']","['Victor Fleming', 'George Cukor', 'Sam Wood']",Vivien Leigh,2,Victor Fleming,3,Metro-Goldwyn-Mayer-Pictures,1
319,320,1991,Robin Hood: Prince of Thieves,390500000.0,165493908.0,225006092.0,/movie/Robin-Hood-Prince-of-Thieves,Adventure,['Morgan-Creek-Productions'],146,360076999.0,[],[],,0,,0,Morgan-Creek-Productions,1
320,321,2013,The Wolf of Wall Street,389918903.0,116949183.0,272969720.0,/movie/Wolf-of-Wall-Street-The,Black-Comedy,"['Appian-Way', 'Sikelia-Productions', 'Emjag']",932,131468982.0,['Leonardo DiCaprio'],['Martin Scorsese'],Leonardo DiCaprio,1,Martin Scorsese,1,Appian-Way,3
321,322,1978,Grease,387483897.0,181813770.0,205670127.0,/movie/Grease,Musical,['Nan'],20,655100474.0,"['John Travolta', 'Olivia Newton-John']",['Randal Kleiser'],John Travolta,2,Randal Kleiser,1,Nan,1
322,323,2009,Star Trek,386839614.0,257730019.0,129109595.0,/movie/Star-Trek,Adventure,['Bad-Robot'],197,314774267.0,"['Chris Pine', 'Zachary Quinto', 'Karl Urban']",['J.J. Abrams'],Chris Pine,3,J.J. Abrams,1,Bad-Robot,1
323,324,2002,Ice Age,386116343.0,176387405.0,209728938.0,/movie/Ice-Age,Adventure,['Blue-Sky-Studios'],258,278090977.0,[],[],,0,,0,Blue-Sky-Studios,1
324,325,2015,Home,385997896.0,177397510.0,208600386.0,/movie/Home-(2015),Adventure,['DreamWorks-Animation'],516,192759330.0,"['Jim Parsons', 'Rihanna', 'Jennifer Lopez']",['Tim Johnson'],Jim Parsons,3,Tim Johnson,1,DreamWorks-Animation,1
325,326,1985,Back to the Future,385510205.0,212259762.0,173250443.0,/movie/Back-to-the-Future,Adventure,['Amblin-Entertainment'],41,528798144.0,['Michael J. Fox'],['Robert Zemeckis'],Michael J. Fox,1,Robert Zemeckis,1,Amblin-Entertainment,1
326,327,2006,Happy Feet,385000317.0,198000317.0,187000000.0,/movie/Happy-Feet,Adventure,"['Warner-Bros', 'Village-Roadshow-Productions', 'Kennedy-Miller', 'Animal-Logic']",265,275420233.0,[],[],,0,,0,Warner-Bros,4
327,328,2016,Independence Day: Resurgence,384169424.0,103144286.0,281025138.0,/movie/Independence-Day-Resurgence,Action,['20th-Century-Fox'],,,"['Liam Hemsworth', 'Jeff Goldblum', 'Bill Pullman']",['Roland Emmerich'],Liam Hemsworth,3,Roland Emmerich,1,20th-Century-Fox,1
328,329,2008,Slumdog Millionaire,383825427.0,141330703.0,242494724.0,/movie/Slumdog-Millionaire,Drama,"['Fox-Searchlight-Pictures', 'Warner-Bros', 'Celador-Films', 'Film-4']",621,174172838.0,"['Dev Patel', 'Freida Pinto', 'Madhur Mittal']",['Danny Boyle'],Dev Patel,3,Danny Boyle,1,Fox-Searchlight-Pictures,4
329,330,2001,Sen to Chihiro no Kamikakushi,383678803.0,10049886.0,373628917.0,/movie/Sen-to-Chihiro-no-Kamikakushi,Adventure,"['Tokuma-Shoten', 'Studio-Ghibli', 'Nippon-Television-Network', 'Dentsu-Inc', 'Buena-Vista-Home-Entertainment', 'Tohokushinsha']",,,['Daveigh Chase'],"['Hayao Miyazaki', 'Kirk Wise']",Daveigh Chase,1,Hayao Miyazaki,2,Tokuma-Shoten,6
330,331,2017,Cars 3,383541369.0,152901115.0,230640254.0,/movie/Cars-3,Adventure,"['Pixar', 'Walt-Disney-Pictures']",746,156139821.0,"['Owen Wilson', 'Cristela Alonzo', 'Armie Hammer']",['Brian Fee'],Owen Wilson,3,Brian Fee,1,Pixar,2
331,332,2019,Godzilla: King of the Monsters,383299915.0,110500138.0,272799777.0,/movie/Godzilla-King-of-the-Monsters-(2019),Action,"['Warner-Bros', 'Legendary-Pictures', 'Toho-Co', 'Huahua-Film']",,,['Millie Bobby Brown'],['Michael Dougherty'],Millie Bobby Brown,1,Michael Dougherty,1,Warner-Bros,4
332,333,2007,Live Free or Die Hard,382288147.0,134529403.0,247758744.0,/movie/Live-Free-or-Die-Hard,Action,"['20th-Century-Fox', 'Dune-Entertainment', 'Ingenius-Film-Partners']",590,179111819.0,['Bruce Willis'],['Len Wiseman'],Bruce Willis,1,Len Wiseman,1,20th-Century-Fox,3
333,334,2009,Monsters vs. Aliens,381687380.0,198351526.0,183335854.0,/movie/Monsters-vs-Aliens,Adventure,['DreamWorks-Animation'],346,242253329.0,[],[],,0,,0,DreamWorks-Animation,1
334,335,2017,Fifty Shades Darker,381367046.0,114434010.0,266933036.0,/movie/Fifty-Shades-Darker,Drama,"['Universal-Pictures', 'Perfect-World-Pictures', 'Michael-De-Luca-Productions']",,,"['Dakota Johnson', 'Jamie Dornan']",['James Foley'],Dakota Johnson,2,James Foley,1,Universal-Pictures,3
335,336,2012,Hotel Transylvania,378659142.0,148313048.0,230346094.0,/movie/Hotel-Transylvania,Adventure,"['Columbia-Pictures', 'Sony-Pictures-Animation']",649,170620279.0,"['Adam Sandler', 'Andy Samberg', 'Selena Gomez']",['Genndy Tartakovsky'],Adam Sandler,3,Genndy Tartakovsky,1,Columbia-Pictures,2
336,337,2012,Taken 2,377807404.0,139854287.0,237953117.0,/movie/Taken-2,Thriller-or-Suspense,"['20th-Century-Fox', 'EuropaCorp', 'M6-Films', 'Grive-Productions', 'Canal-Plus', 'Cine-Plus']",707,160924135.0,"['Liam Neeson', 'Maggie Grace', 'Famke Janssen']",['Olivier Megaton'],Liam Neeson,3,Olivier Megaton,1,20th-Century-Fox,6
337,338,2019,Once Upon a Timeâ¦in Hollywood,377562039.0,142502728.0,235059311.0,/movie/Once-Upon-a-Time-in-Hollywood-(2019),Thriller-or-Suspense,"['Columbia-Pictures', 'Heyday-Films', 'Bona-Film-Group']",847,142502728.0,"['Leonardo DiCaprio', 'Brad Pitt', 'Margot Robbie']",['Quentin Tarantino'],Leonardo DiCaprio,3,Quentin Tarantino,1,Columbia-Pictures,3
338,339,1998,Godzilla,376000000.0,136314294.0,239685706.0,/movie/Godzilla,Action,"['Centropolis-Entertainment', 'Fried-Films', 'Independent-Pictures', 'Tri-Star-Pictures']",296,266234310.0,"['Matthew Broderick', 'Jean Reno']",['Roland Emmerich'],Matthew Broderick,2,Roland Emmerich,1,Centropolis-Entertainment,4
339,340,2013,G.I. Joe: Retaliation,375740705.0,122523060.0,253217645.0,/movie/GI-Joe-Retaliation,Action,"['Paramount-Pictures', 'Metro-Goldwyn-Mayer-Pictures', 'Skydance-Productions', 'Hasbro-Studios', 'di-Bonaventura-Pictures']",885,138045661.0,"['Dwayne Johnson', 'Bruce Willis', 'Channing Tatum']",['Jon M. Chu'],Dwayne Johnson,3,Jon M. Chu,1,Paramount-Pictures,5
340,341,2018,Spider-Man: Into The Spider-Verse 3D,375654619.0,190173195.0,185481424.0,/movie/Spider-Man-Into-The-Spider-Verse-3D-(2018),Adventure,"['Columbia-Pictures', 'Marvel-Studios', 'Avi-Arad', 'Lord-Miller', 'Pascal-Pictures', 'Sony-Pictures-Animation']",526,190908525.0,"['Shameik Moore', 'Jake Johnson', 'Hailee Steinfeld']","['Bob Persichetti', 'Peter Ramsey', 'Rodney Rothman']",Shameik Moore,3,Bob Persichetti,3,Columbia-Pictures,6
341,342,2002,My Big Fat Greek Wedding,374890034.0,241438208.0,133451826.0,/movie/My-Big-Fat-Greek-Wedding,Romantic-Comedy,['Gold-Circle-Films'],127,379870751.0,"['Nia Vardalos', 'John Corbett']",['Joel Zwick'],Nia Vardalos,2,Joel Zwick,1,Gold-Circle-Films,1
342,343,2009,X-Men Origins: Wolverine,374825760.0,179883157.0,194942603.0,/movie/X-Men-Origins-Wolverine,Action,"['20th-Century-Fox', 'Marvel-Studios', 'Dune-Entertainment', 'Donners-Company', 'Seed-Productions']",407,219697296.0,[],[],,0,,0,20th-Century-Fox,5
343,344,2000,What Women Want,374105123.0,182805123.0,191300000.0,/movie/What-Women-Want,Romantic-Comedy,"['Paramount-Pictures', 'Icon-Productions', 'Wind-Dancer-Films']",211,305231837.0,[],[],,0,,0,Paramount-Pictures,3
344,345,2011,The Adventures of Tintin,373993951.0,77591831.0,296402120.0,/movie/Adventures-of-Tintin-The,Adventure,"['Paramount-Pictures', 'Columbia-Pictures', 'Amblin-Entertainment', 'Wingnut-Films', 'Kennedy-Marshall-Company-The']",,,"['Jamie Bell', 'Andy Serkis']",['Steven Spielberg'],Jamie Bell,2,Steven Spielberg,1,Paramount-Pictures,5
345,346,2018,Fifty Shades Freed,371985018.0,100407760.0,271577258.0,/movie/Fifty-Shades-Freed,Drama,"['Michael-De-Luca-Productions', 'Universal-Pictures', 'Perfect-World-Pictures']",,,"['Dakota Johnson', 'Jamie Dornan']",['James Foley'],Dakota Johnson,2,James Foley,1,Michael-De-Luca-Productions,3
346,347,2004,Shark Tale,371741123.0,161412000.0,210329123.0,/movie/Shark-Tale,Adventure,['DreamWorks-Animation'],352,238059277.0,"['Will Smith', 'Robert De Niro', 'Saverio Guerra']","['Vicky Jenson', 'Bibo Bergeron', 'Rob Letterman']",Will Smith,3,Vicky Jenson,3,DreamWorks-Animation,1
347,348,2011,Captain America: The First Avenger,370569776.0,176654505.0,193915271.0,/movie/Captain-America-The-First-Avenger,Action,"['Paramount-Pictures', 'Marvel-Studios']",473,204054893.0,"['Chris Evans', 'Tommy Lee Jones', 'Sebastian Stan']",['Joe Johnston'],Chris Evans,3,Joe Johnston,1,Paramount-Pictures,2
348,349,1998,There's Something About Mary,369884651.0,176484651.0,193400000.0,/movie/Theres-Something-About-Mary,Romantic-Comedy,['20th-Century-Fox'],160,344424894.0,[],[],,0,,0,20th-Century-Fox,1
349,350,2015,Mad Max: Fury Road,367457874.0,153636354.0,213821520.0,/movie/Mad-Max-Fury-Road,Action,['Kennedy-Miller-Mitchell-Productions'],678,166482038.0,"['Tom Hardy', 'Charlize Theron', 'Hugh Keays-Byrne']",['George Miller'],Tom Hardy,3,George Miller,1,Kennedy-Miller-Mitchell-Productions,1
350,351,1981,Raiders of the Lost Ark,367452079.0,225686079.0,141766000.0,/movie/Raiders-of-the-Lost-Ark,Adventure,['Lucasfilm'],13,727218134.0,"['Harrison Ford', 'Karen Allen']",['Steven Spielberg'],Harrison Ford,2,Steven Spielberg,1,Lucasfilm,1
351,352,2007,The Golden Compass,367262558.0,70107728.0,297154830.0,/movie/His-Dark-Materials-The-Golden-Compass,Adventure,"['New-Line-Cinema', 'Ingenious-Film-Partners', 'Scholastic-Entertainment-Inc', 'Depth-of-Field']",,,[],[],,0,,0,New-Line-Cinema,4
352,353,2014,Gone Girl,367160781.0,167767189.0,199393592.0,/movie/Gone-Girl,Thriller-or-Suspense,"['Regency-Enterprises', 'TSG-Entertainment']",538,188042104.0,"['Ben Affleck', 'Rosamund Pike']",['David Fincher'],Ben Affleck,2,David Fincher,1,Regency-Enterprises,2
353,354,2014,Edge of Tomorrow,367028980.0,100206256.0,266822724.0,/movie/Edge-of-Tomorrow,Action,"['Warner-Bros', 'Village-Roadshow-Productions', 'RatPac-Entertainment', 'Dune-Entertainment']",,,"['Tom Cruise', 'Emily Blunt']",['Doug Liman'],Tom Cruise,2,Doug Liman,1,Warner-Bros,4
354,355,2018,Xi Hong Shi Shou Fu,366961920.0,,366961920.0,/movie/Xi-Hong-Shi-Shou-Fu-(China)-(2018),Romantic-Comedy,['Nan'],,,[],[],,0,,0,Nan,1
355,356,2014,Penguins of Madagascar,366942531.0,83350911.0,283591620.0,/movie/Penguins-of-Madagascar,Adventure,"['DreamWorks-Animation', 'PDI']",,,"['Tom McGrath', 'Chris Miller', 'Chris Knights']","['Simon J. Smith', 'Eric Darnell']",Tom McGrath,3,Simon J. Smith,2,DreamWorks-Animation,2
356,357,2005,Hitch,366784257.0,177784257.0,189000000.0,/movie/Hitch,Romantic-Comedy,"['Columbia-Pictures', 'Overbrook-Entertainment']",320,254056749.0,['Will Smith'],['Andy Tennant'],Will Smith,1,Andy Tennant,1,Columbia-Pictures,2
357,358,2019,1917,366614721.0,159227644.0,207387077.0,/movie/1917-(2019),Thriller-or-Suspense,"['Dreamworks-LLC', 'Neal-Street', 'New-Republic-Pictures', 'Reliance-Entertainment', 'Amblin-Partners']",724,159227644.0,"['Dean-Charles Chapman', 'George MacKay']",['Sam Mendes'],Dean-Charles Chapman,2,Sam Mendes,1,Dreamworks-LLC,5
