,rank,year,movie,wwbox_office,dombox_office,internationalbox_office,url,genre,production_companies,inflation_rank,infl_gross_box_office,actors,directors,main,number_of_stars,director_main,number_of_directors,production_companies_main,number_of_production_companies
196,197,2008,WALL-E,532508025.0,223808164.0,308699861.0,/movie/WALL-E,Adventure,"['Pixar', 'Walt-Disney-Pictures']",241,285526781.0,['Ben Burtt'],['Andrew Stanton'],Ben Burtt,1,Andrew Stanton,1,Pixar,2
197,198,2013,World War Z,531861650.0,202706711.0,329154939.0,/movie/World-War-Z,Action,"['Skydance-Productions', 'Hemisphere-Media-Capital', 'GK-Films', 'Plan-B-Entertainment', '2Dux2']",379,228343915.0,['Brad Pitt'],['Marc Forster'],Brad Pitt,1,Marc Forster,1,Skydance-Productions,5
198,199,2018,Ralph Breaks The Internet,529290830.0,201091711.0,328199119.0,/movie/Ralph-Breaks-The-Internet-(2018),Adventure,"['Walt-Disney-Pictures', 'Walt-Disney-Animation-Studios']",476,202118881.0,"['John C. Reilly', 'Sarah Silverman']","['Rich Moore', 'Phil Johnston']",John C. Reilly,2,Rich Moore,2,Walt-Disney-Pictures,2
199,200,2014,Godzilla,529076069.0,200676069.0,328400000.0,/movie/Godzilla-(2014),Action,['Legendary-Pictures'],391,224992995.0,['Aaron Taylor-Johnson'],['Gareth Edwards'],Aaron Taylor-Johnson,1,Gareth Edwards,1,Legendary-Pictures,1
200,201,2017,The Boss Baby,527965936.0,175003033.0,352962903.0,/movie/Boss-Baby-The,Adventure,['DreamWorks-Animation'],593,178709896.0,['Alec Baldwin'],"['Tom McGrath', 'Kent Seki']",Alec Baldwin,1,Tom McGrath,2,DreamWorks-Animation,1
201,202,2018,The Meg,527370715.0,145443742.0,381926973.0,/movie/Meg-The,Action,"['Warner-Bros', 'Gravity-Pictures', 'Flagship-Entertainment', 'Apelles-Entertainment', 'di-Bonaventura-Pictures', 'Maeday-Productions', 'On-a-Roll-Productions']",817,146242011.0,"['Jason Statham', 'Li Bingbing', 'Rainn Wilson']",['Jon Turteltaub'],Jason Statham,3,Jon Turteltaub,1,Warner-Bros,7
202,203,2018,Hotel Transylvania 3: Summer Vacation,527103195.0,167500092.0,359603103.0,/movie/Hotel-Transylvania-3-Summer-Vacation,Adventure,"['Sony-Pictures-Animation', 'Columbia-Pictures']",667,168419406.0,"['Adam Sandler', 'Andy Samberg', 'Selena Gomez']",['Genndy Tartakovsky'],Adam Sandler,3,Genndy Tartakovsky,1,Sony-Pictures-Animation,2
203,204,2007,The Simpsons Movie,527071022.0,183135014.0,343936008.0,/movie/Simpsons-Movie-The,Adventure,"['Gracie-Films', 'Matt-Groening']",342,243825103.0,['Dan Castellaneta'],['David Silverman'],Dan Castellaneta,1,David Silverman,1,Gracie-Films,2
204,205,2016,Mei Ren Yu,525018479.0,3229457.0,521789022.0,/movie/Mei-Ren-Yu,Romantic-Comedy,"['Star-Overseas-The', 'China-Film-Company', 'Hehe-Pictures-Co-Ltd', 'Enlight-Pictures', 'Shanghai-New-Culture-Media-Group', 'Zenith-Culture-Broadcast', 'Zeyue-Media', 'Alpha-Pictures-Investment-Co', 'xxxKxx', 'Bingo-Movie-Development']",,,"['Chao Deng', 'Lin Yun', 'Show Luo']",['Stephen Chow'],Chao Deng,3,Stephen Chow,1,Star-Overseas-The,10
205,206,2019,How to Train Your Dragon: The Hidden …,522746363.0,160799505.0,361946858.0,/movie/How-to-Train-Your-Dragon-The-Hidden-World-(2019),Adventure,"['DreamWorks-Animation', 'Dentsu-Inc', 'Fuji-Television-Network']",709,160799505.0,['Jay Baruchel'],['Dean DeBlois'],Jay Baruchel,1,Dean DeBlois,1,DreamWorks-Animation,3
206,207,2016,Kung Fu Panda 3,521170825.0,143528619.0,377642206.0,/movie/Kung-Fu-Panda-3,Adventure,"['DreamWorks-Animation', 'Oriental-DreamWorks', 'China-Film-Co-LTD', 'Zhong-Ming-You-Ying-Film']",779,151990991.0,['Jack Black'],"['Jennifer Yuh Nelson', 'Alessandro Carloni']",Jack Black,1,Jennifer Yuh Nelson,2,DreamWorks-Animation,4
207,208,2017,Dunkirk,519452014.0,190068280.0,329383734.0,/movie/Dunkirk-(2017),Action,"['Warner-Bros', 'Syncopy', 'RatPac-Entertainment', 'Dune-Entertainment']",511,194067644.0,['Fionn Whitehead'],['Christopher Nolan'],Fionn Whitehead,1,Christopher Nolan,1,Warner-Bros,4
208,209,2015,Ant-Man,518858449.0,180202163.0,338656286.0,/movie/Ant-Man,Action,"['Marvel-Studios', 'Walt-Disney-Pictures']",502,195806853.0,"['Paul Rudd', 'Evangeline Lilly', 'Corey Stoll']",['Peyton Reed'],Paul Rudd,3,Peyton Reed,1,Marvel-Studios,2
209,210,1990,Ghost,517600000.0,217631306.0,299968694.0,/movie/Ghost,Drama,['Paramount-Pictures'],63,472394015.0,"['Patrick Swayze', 'Demi Moore']",['Jerry Zucker'],Patrick Swayze,2,Jerry Zucker,1,Paramount-Pictures,1
210,211,2004,Meet the Fockers,516567575.0,279167575.0,237400000.0,/movie/Meet-the-Fockers,Comedy,"['Universal-Pictures', 'Dreamworks-LLC', 'Tribeca-Film', 'Everyman-Pictures']",97,406412227.0,"['Robert De Niro', 'Ben Stiller', 'Dustin Hoffman']",['Jay Roach'],Robert De Niro,3,Jay Roach,1,Universal-Pictures,4
211,212,1991,Terminator 2: Judgment Day,515390883.0,203464105.0,311926778.0,/movie/Terminator-2-Judgment-Day,Action,"['Carolco-Pictures', 'Pacific-Western', 'Lightstorm-Entertainment']",73,440837952.0,['Arnold Schwarzenegger'],['James Cameron'],Arnold Schwarzenegger,1,James Cameron,1,Carolco-Pictures,3
212,213,2018,Dr. Seussâ The Grinch,514602427.0,270834950.0,243767477.0,/movie/Dr-Seuss-The-Grinch-(2018),Adventure,"['Universal-Pictures', 'Illumination-Entertainment', 'Chris-Meledandri']",275,272296416.0,['Benedict Cumberbatch'],"['Scott Mosier', 'Yarrow Cheney']",Benedict Cumberbatch,1,Scott Mosier,2,Universal-Pictures,3
213,214,1999,Toy Story 2,511358276.0,245852179.0,265506097.0,/movie/Toy-Story-2,Adventure,"['Pixar', 'Walt-Disney-Pictures']",75,439474010.0,"['Tom Hanks', 'Tim Allen']",['John Lasseter'],Tom Hanks,2,John Lasseter,1,Pixar,2
214,215,1992,Aladdin,504050219.0,217350219.0,286700000.0,/movie/Aladdin-(1992),Adventure,['Walt-Disney-Animation-Studios'],60,480241717.0,"['Scott Weinger', 'Brad Kane', 'Linda Larkin']","['John Musker', 'Ron Clements']",Scott Weinger,3,John Musker,2,Walt-Disney-Animation-Studios,1
215,216,2009,Sherlock Holmes,498438212.0,209028679.0,289409533.0,/movie/Sherlock-Holmes-(2009),Adventure,"['Warner-Bros', 'Village-Roadshow-Productions', 'Silver-Pictures', 'Wigram-Productions']",328,251048880.0,"['Robert Downey, Jr.', 'Jude Law']",['Guy Ritchie'],"Robert Downey, Jr.",2,Guy Ritchie,1,Warner-Bros,4
216,217,2012,Wreck-It Ralph,496511521.0,189412677.0,307098844.0,/movie/Wreck-It-Ralph,Adventure,['Walt-Disney-Animation-Studios'],413,217704795.0,"['John C. Reilly', 'Sarah Silverman', 'Jack McBrayer']",['Rich Moore'],John C. Reilly,3,Rich Moore,1,Walt-Disney-Animation-Studios,1
217,218,1996,Twister,495700000.0,241688385.0,254011615.0,/movie/Twister,Action,"['Warner-Bros', 'Universal-Pictures', 'Amblin-Entertainment']",51,500874571.0,[],['Jan De Bont'],,0,Jan De Bont,1,Warner-Bros,3
218,219,2010,How to Train Your Dragon,494870992.0,217581232.0,277289760.0,/movie/How-to-Train-Your-Dragon,Adventure,['DreamWorks-Animation'],325,252603809.0,['Jay Baruchel'],"['Chris Sanders', 'Dean DeBlois']",Jay Baruchel,1,Chris Sanders,2,DreamWorks-Animation,1
219,220,2010,Clash of the Titans,493214888.0,163214888.0,330000000.0,/movie/Clash-of-the-Titans-(2010),Action,"['Legendary-Pictures', 'Warner-Bros', 'Thunder-Road-Film', 'Zanuck-Company']",530,189486490.0,['Sam Worthington'],['Louis Leterrier'],Sam Worthington,1,Louis Leterrier,1,Legendary-Pictures,4
220,221,2014,Rio 2,492846291.0,131538435.0,361307856.0,/movie/Rio-2,Adventure,"['20th-Century-Fox-Animation', 'Blue-Sky-Studios']",807,147477603.0,"['Jesse Eisenberg', 'Anne Hathaway']",['Carlos Saldanha'],Jesse Eisenberg,2,Carlos Saldanha,1,20th-Century-Fox-Animation,2
221,222,2001,Shrek,491812794.0,267655011.0,224157783.0,/movie/Shrek,Adventure,"['DreamWorks-Animation', 'PDI']",78,433166058.0,"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz']","['Andrew Adamson', 'Vicky Jenson']",Mike Myers,3,Andrew Adamson,2,DreamWorks-Animation,2
222,223,2009,Angels & Demons,490875846.0,133375846.0,357500000.0,/movie/Angels-and-Demons,Thriller-or-Suspense,"['Columbia-Pictures', 'Imagine-Entertainment', 'Brian-Grazer-Productions', 'John-Calley']",695,162896365.0,['Tom Hanks'],['Ron Howard'],Tom Hanks,1,Ron Howard,1,Columbia-Pictures,4
223,224,2013,Oz the Great and Powerful,490359051.0,234770996.0,255588055.0,/movie/Oz-The-Great-and-Powerful,Adventure,"['Walt-Disney-Pictures', 'Roth-Films', 'Curtis-Donen-Productions']",297,264514428.0,"['James Franco', 'Mila Kunis', 'Rachel Weisz']",['Sam Raimi'],James Franco,3,Sam Raimi,1,Walt-Disney-Pictures,3
224,225,2017,War for the Planet of the Apes,489592267.0,146880162.0,342712105.0,/movie/War-for-the-Planet-of-the-Apes,Action,"['20th-Century-Fox', 'Chernin-Entertainment']",791,149991336.0,"['Andy Serkis', 'Woody Harrelson']",['Matt Reeves'],Andy Serkis,2,Matt Reeves,1,20th-Century-Fox,2
225,226,2019,Maleficent: Mistress of Evil,489346495.0,113929605.0,375416890.0,/movie/Maleficent-Mistress-of-Evil-(2019),Adventure,"['Walt-Disney-Pictures', 'Roth-Films']",,,"['Angelina Jolie', 'Elle Fanning', 'Michelle Pfeiffer']",['Joachim Ronnin'],Angelina Jolie,3,Joachim Ronnin,1,Walt-Disney-Pictures,2
226,227,2011,Rio,487519809.0,143619809.0,343900000.0,/movie/Rio,Adventure,"['20th-Century-Fox-Animation', 'Blue-Sky-Studios']",681,165896275.0,"['Anne Hathaway', 'Jesse Eisenberg', 'Jemaine Clement']",['Carlos Saldanha'],Anne Hathaway,3,Carlos Saldanha,1,20th-Century-Fox-Animation,2
227,228,2005,Mr. and Mrs. Smith,486124090.0,186336279.0,299787811.0,/movie/Mr-and-Mrs-Smith,Action,"['Regency-Enterprises', 'New-Regency', 'Summit-Entertainment', 'Weed-Road-Pictures']",295,266277738.0,[],[],,0,,0,Regency-Enterprises,4
228,229,1998,Saving Private Ryan,485035085.0,216335085.0,268700000.0,/movie/Saving-Private-Ryan,Drama,"['Amblin-Entertainment', 'Mutual-Film-Company']",87,418661794.0,"['Tom Hanks', 'Edward Burns', 'Tom Sizemore']",['Steven Spielberg'],Tom Hanks,3,Steven Spielberg,1,Amblin-Entertainment,2
229,230,2014,Teenage Mutant Ninja Turtles,485004754.0,191204754.0,293800000.0,/movie/Teenage-Mutant-Ninja-Turtles-(2014),Adventure,"['Platinum-Dunes', 'Gama-Entertainment', 'Mednick-Productions', 'Heavy-Metal']",430,214373990.0,"['Pete Ploszek', 'Alan Ritchson', 'Jeremy Howard']",['Jonathan Liebesman'],Pete Ploszek,3,Jonathan Liebesman,1,Platinum-Dunes,4
230,231,2012,Les Intouchables,484630908.0,13182281.0,471448627.0,/movie/Intouchables-Les,Comedy,"['Gaumont', 'Quad-Films', 'TF1-Film-Productions', 'Ten-Films', 'Chaocorp', 'Canal-Plus', 'Cinecinema']",,,"['FranÃ§ois Cluzet', 'Omar Sy']","['Eric Toledano', 'Olivier Nakache']",FranÃ§ois Cluzet,2,Eric Toledano,2,Gaumont,7
231,232,2003,Bruce Almighty,484468608.0,242704995.0,241763613.0,/movie/Bruce-Almighty,Comedy,"['Spyglass-Entertainment', 'Shady-Acres', 'Pitt-Bull']",134,368686189.0,['Jim Carrey'],['Tom Shadyac'],Jim Carrey,1,Tom Shadyac,1,Spyglass-Entertainment,3
232,233,2004,Troy,483152040.0,133298577.0,349853463.0,/movie/Troy,Action,"['Radiant-Productions', 'Plan-B-Entertainment']",499,196620765.0,"['Brad Pitt', 'Eric Bana', 'Orlando Bloom']",['Wolfgang Petersen'],Brad Pitt,3,Wolfgang Petersen,1,Radiant-Productions,2
233,234,2020,Kimetsu no Yaiba: Mugen Ressha-Hen,478985359.0,47700000.0,431285359.0,/movie/Kimetsu-no-Yaiba-Mugen-Ressha-Hen-(2020-Japan),Adventure,['Nan'],,,[],['Haruo Sotozaki'],,0,Haruo Sotozaki,1,Nan,1
234,235,1990,Home Alone,476684675.0,285761243.0,190923432.0,/movie/Home-Alone,Comedy,['20th-Century-Fox'],27,620838932.0,"['Macaulay Culkin', 'Joe Pesci', 'Daniel Stern']",['Chris Columbus'],Macaulay Culkin,3,Chris Columbus,1,20th-Century-Fox,1
235,236,2005,Charlie and the Chocolate Factory,475825484.0,206459076.0,269366408.0,/movie/Charlie-and-the-Chocolate-Factory,Adventure,"['Village-Roadshow-Productions', 'Warner-Bros', 'Zanuck-Company', 'Plan-B-Entertainment']",224,295033561.0,"['Johnny Depp', 'Freddie Highmore', 'AnnaSophia Robb']",['Tim Burton'],Johnny Depp,3,Tim Burton,1,Village-Roadshow-Productions,4
236,237,1983,Star Wars Ep. VI: Return of the Jedi,475106177.0,309205079.0,165901098.0,/movie/Star-Wars-Ep-VI-Return-of-the-Jedi,Adventure,['Lucasfilm'],8,851898228.0,"['Mark Hamill', 'Harrison Ford', 'Carrie Fisher']",['Richard Marquand'],Mark Hamill,3,Richard Marquand,1,Lucasfilm,1
237,238,1989,Indiana Jones and the Last Crusade,474171806.0,197171806.0,277000000.0,/movie/Indiana-Jones-and-the-Last-Crusade,Adventure,['Lucasfilm'],69,452655067.0,"['Harrison Ford', 'Denholm Elliott', 'Alison Doody']",['Steven Spielberg'],Harrison Ford,3,Steven Spielberg,1,Lucasfilm,1
238,239,2020,Ba bai,472643830.0,,472643830.0,/movie/Ba-bai-(2020-China),Action,['Huayi-Brothers-Pictures-Ltd'],,,"['Ou Hao', 'Jiang Wu', 'Zhang Yi']",['Hu Guan'],Ou Hao,3,Hu Guan,1,Huayi-Brothers-Pictures-Ltd,1
239,240,2011,Rise of the Planet of the Apes,470986200.0,176760185.0,294226015.0,/movie/Rise-of-the-Planet-of-the-Apes,Adventure,"['20th-Century-Fox', 'Dune-Entertainment', 'Chernin-Entertainment']",472,204176959.0,"['James Franco', 'Freida Pinto']",['Rupert Wyatt'],James Franco,2,Rupert Wyatt,1,20th-Century-Fox,3
240,241,1975,Jaws,470700000.0,260000000.0,210700000.0,/movie/Jaws,Horror,"['Universal-Pictures', 'Zanuck-Company', 'David-Brown']",,,"['Roy Scheider', 'Robert Shaw', 'Richard Dreyfuss']",['Steven Spielberg'],Roy Scheider,3,Steven Spielberg,1,Universal-Pictures,3
241,242,2019,It: Chapter Two,469566806.0,211593228.0,257973578.0,/movie/It-Chapter-Two-(2019),Horror,"['New-Line-Cinema', 'Vertigo-Entertainment', 'Rideback', 'Double-Dream']",438,211593228.0,['Bill SkarsgÃ¥rd'],['Andy Muschietti'],Bill SkarsgÃ¥rd,1,Andy Muschietti,1,New-Line-Cinema,4
242,243,2015,Hotel Transylvania 2,469500298.0,169700110.0,299800188.0,/movie/Hotel-Transylvania-2,Adventure,"['Sony-Pictures-Animation', 'Columbia-Pictures', 'LStar-Capital']",556,184361406.0,"['Adam Sandler', 'Andy Samberg', 'Selena Gomez']",['Genndy Tartakovsky'],Adam Sandler,3,Genndy Tartakovsky,1,Sony-Pictures-Animation,3
243,244,2014,The Lego Movie,468084718.0,257784718.0,210300000.0,/movie/LEGO-Movie-The,Adventure,"['Vertigo-Entertainment', 'Lin-Pictures', 'Warner-Animation-Group']",238,289021789.0,"['Chris Pratt', 'Will Ferrell', 'Elizabeth Banks']","['Phil Lord', 'Christopher Miller']",Chris Pratt,3,Phil Lord,2,Vertigo-Entertainment,3
244,245,2013,Star Trek Into Darkness,467381584.0,228778661.0,238602923.0,/movie/Star-Trek-Into-Darkness,Adventure,"['Bad-Robot', 'Skydance-Productions', 'Paramount-Pictures']",312,257762913.0,"['Benedict Cumberbatch', 'Chris Pine', 'Zachary Quinto']",['J.J. Abrams'],Benedict Cumberbatch,3,J.J. Abrams,1,Bad-Robot,3
245,246,2021,Godzilla vs. Kong,465763133.0,100563133.0,365200000.0,/movie/Godzilla-vs-Kong-(2020),Action,"['Warner-Bros', 'Legendary-Pictures']",,,['Alexander SkarsgÃ¥rd'],['Adam Wingard'],Alexander SkarsgÃ¥rd,1,Adam Wingard,1,Warner-Bros,2
246,247,2009,The Hangover,465487583.0,277322503.0,188165080.0,/movie/Hangover-The,Comedy,"['Warner-Bros', 'Legendary-Pictures', 'Green-Hat-Films']",171,338703219.0,"['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis']",['Todd Phillips'],Bradley Cooper,3,Todd Phillips,1,Warner-Bros,3
247,248,2019,Wo he wo de zu guo,465418019.0,2323409.0,463094610.0,/movie/Wo-he-wo-de-zu-guo-(China),Drama,['Nan'],,,[],"['Kaige Chen', 'Hu Guan', 'Hao Ning']",,0,Kaige Chen,3,Nan,1
248,249,1999,The Matrix,465377200.0,173396389.0,291980811.0,/movie/Matrix-The,Action,"['Village-Roadshow-Productions', 'Groucho-II-Film-Partnership', 'Silver-Pictures']",206,309029638.0,"['Keanu Reeves', 'Laurence Fishburne', 'Carrie Anne Moss']","['Andy Wachowski', 'Larry Wachowski<sup>*</sup>']",Keanu Reeves,3,Andy Wachowski,2,Village-Roadshow-Productions,3
249,250,2018,Bumblebee,465195589.0,127195589.0,338000000.0,/movie/Bumblebee,Adventure,"['di-Bonaventura-Pictures', 'Paramount-Pictures', 'Hasbro-Studios', 'Bay-Films']",977,127587606.0,"['Hailee Steinfeld', 'John Cena', 'Dylan Oâ\x80\x99Brien']",['Travis Knight'],Hailee Steinfeld,3,Travis Knight,1,di-Bonaventura-Pictures,4
250,251,2006,Cars,461630558.0,244082982.0,217547576.0,/movie/Cars,Adventure,['Pixar'],166,341343525.0,"['Owen Wilson', 'Paul Newman', 'Bonnie Hunt']",['John Lasseter'],Owen Wilson,3,John Lasseter,1,Pixar,1
251,252,2006,X-Men: The Last Stand,459260946.0,234362462.0,224898484.0,/movie/X-Men-The-Last-Stand,Action,['20th-Century-Fox'],182,327749636.0,"['Hugh Jackman', 'Ian McKellen', 'Patrick Stewart']",['Brett Ratner'],Hugh Jackman,3,Brett Ratner,1,20th-Century-Fox,1
252,253,1996,Mission: Impossible,457697994.0,180981886.0,276716108.0,/movie/Mission-Impossible,Action,['Cruise-Wagner'],129,375066532.0,['Tom Cruise'],['Brian De Palma'],Tom Cruise,1,Brian De Palma,1,Cruise-Wagner,1
253,254,2000,Gladiator,457552323.0,187683805.0,269868518.0,/movie/Gladiator-(2000),Action,"['DreamWorks-Pictures', 'Universal-Pictures', 'Douglas-Wick', 'Scott-Free-Films']",194,318870949.0,['Russell Crowe'],['Ridley Scott'],Russell Crowe,1,Ridley Scott,1,DreamWorks-Pictures,4
254,255,2014,Lucy,457507776.0,126573960.0,330933816.0,/movie/Lucy,Action,"['EuropaCorp', 'TF1-Film-Productions', 'Canal-Plus', 'Cine-Plus', 'TF1-International']",852,141911556.0,['Scarlett Johansson'],['Luc Besson'],Scarlett Johansson,1,Luc Besson,1,EuropaCorp,5
255,256,2007,National Treasure: Book of Secrets,457325804.0,219961501.0,237364303.0,/movie/National-Treasure-Book-of-Secrets,Adventure,"['Walt-Disney-Pictures', 'Jerry-Bruckheimer-Films', 'Junction-Entertainment', 'Saturn-Films']",237,290124827.0,['Nicolas Cage'],['Jon Turteltaub'],Nicolas Cage,1,Jon Turteltaub,1,Walt-Disney-Pictures,4
256,257,2003,The Last Samurai,456810575.0,111110575.0,345700000.0,/movie/Last-Samurai-The,Action,"['Radar-Pictures', 'Bedford-Falls-Company-The', 'Cruise-Wagner']",673,167856121.0,"['Tom Cruise', 'Ken Watanabe', 'Koyuki Kato']",['Edward Zwick'],Tom Cruise,3,Edward Zwick,1,Radar-Pictures,3
257,258,2015,San Andreas,456258539.0,155190832.0,301067707.0,/movie/San-Andreas,Adventure,"['FPS', 'New-Line-Cinema', 'Village-Roadshow-Productions', 'RatPac-Entertainment', 'Dune-Entertainment']",664,168629655.0,['Dwayne Johnson'],['Brad Peyton'],Dwayne Johnson,1,Brad Peyton,1,FPS,5
258,259,2007,300,454161935.0,210614939.0,243546996.0,/movie/300-(2007),Action,['Legendary-Pictures'],252,280411746.0,['Gerard Butler'],['Zack Snyder'],Gerard Butler,1,Zack Snyder,1,Legendary-Pictures,1
259,260,2018,Wo Bi Shi Yao Shen,451183392.0,6752.0,451176640.0,/movie/Wo-Bi-Shi-Yao-Shen-(China)-(2018),Drama,"['Dirty-Monkey-Films-Group', 'Huanxi-Media-Group-Limited', 'Beijing-Universe-Starlight-Culture-Media-Company', 'Beijing-Talent-International-Film-Co']",,,['Xu Zheng'],['Muye Wen'],Xu Zheng,1,Muye Wen,1,Dirty-Monkey-Films-Group,4
260,261,2001,Ocean's Eleven,450728529.0,183417150.0,267311379.0,/movie/Oceans-Eleven,Thriller-or-Suspense,"['Warner-Bros', 'Village-Roadshow-Productions', 'NPV-Entertainment', 'Jerry-Weintraub', 'Section-Eight']",222,295523593.0,[],[],,0,,0,Warner-Bros,5
261,262,2012,Django Unchained,449841566.0,162805434.0,287036132.0,/movie/Django-Unchained,Western,"['Weinstein-Company', 'Columbia-Pictures', 'Band-Apart-A']",546,185988817.0,"['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio']",['Quentin Tarantino'],Jamie Foxx,3,Quentin Tarantino,1,Weinstein-Company,3
262,263,2011,Thor,449326618.0,181030624.0,268295994.0,/movie/Thor,Action,"['Marvel-Studios', 'Paramount-Pictures', 'Marvel-Entertainment']",454,209109774.0,"['Chris Hemsworth', 'Natalie Portman', 'Tom Hiddleston']",['Kenneth Branagh'],Chris Hemsworth,3,Kenneth Branagh,1,Marvel-Studios,3
263,264,2001,Pearl Harbor,449239853.0,198539855.0,250699998.0,/movie/Pearl-Harbor,Action,"['Touchstone-Pictures', 'Jerry-Bruckheimer']",191,321311842.0,[],[],,0,,0,Touchstone-Pictures,2
264,265,1999,Tarzan,448191819.0,171091819.0,277100000.0,/movie/Tarzan,Adventure,"['Walt-Disney-Animation-Studios', 'Bonnie-Arnold']",208,308484737.0,[],[],,0,,0,Walt-Disney-Animation-Studios,2
265,266,2019,The Secret Life of Pets 2,446275086.0,158874395.0,287400691.0,/movie/Secret-Life-of-Pets-2-The-(2019),Adventure,"['Illumination-Entertainment', 'Universal-Pictures', 'Chris-Meledandri']",725,158874395.0,"['Patton Oswalt', 'Kevin Hart', 'Eric Stonestreet']",['Chris Renaud'],Patton Oswalt,3,Chris Renaud,1,Illumination-Entertainment,3
266,267,2016,La La Land,445607848.0,151101803.0,294506045.0,/movie/La-La-Land,Musical,"['Gilbert-Films', 'Imposter-Pictures', 'Summit-Entertainment', 'Black-Label-Media', 'TIK-Films', 'Marc-Platt-Productions']",751,155596981.0,"['Ryan Gosling', 'Emma Stone']",['Damien Chazelle'],Ryan Gosling,2,Damien Chazelle,1,Gilbert-Films,6
267,268,2007,The Bourne Ultimatum,444043396.0,227471070.0,216572326.0,/movie/Bourne-Ultimatum-The,Thriller-or-Suspense,['Nan'],214,302853920.0,['Matt Damon'],['Paul Greengrass'],Matt Damon,1,Paul Greengrass,1,Nan,1
268,269,2009,Alvin and the Chipmunks: The Squeakquel,443483213.0,219614612.0,223868601.0,/movie/Alvin-and-the-Chipmunks-The-Squeakquel,Adventure,"['Fox-2000-Pictures', 'Regency-Enterprises', 'Bagdasarian-Company']",298,264377212.0,"['Justin Long', 'Matthew Gray Gubler', 'Jesse McCartney']",['Betty Thomas'],Justin Long,3,Betty Thomas,1,Fox-2000-Pictures,3
269,270,2002,Men in Black 2,441767803.0,190418803.0,251349000.0,/movie/Men-in-Black-2,Action,['Columbia-Pictures'],217,300212771.0,"['Tommy Lee Jones', 'Will Smith']",['Barry Sonnenfeld'],Tommy Lee Jones,2,Barry Sonnenfeld,1,Columbia-Pictures,1
270,271,1993,Mrs. Doubtfire,441286003.0,219195051.0,222090952.0,/movie/Mrs-Doubtfire,Comedy,['Blue-Wolf'],58,488119875.0,"['Robin Williams', 'Sally Field', 'Lisa Jakob']",['Chris Columbus'],Robin Williams,3,Chris Columbus,1,Blue-Wolf,1
271,272,2016,Warcraft,438899824.0,47365290.0,391534534.0,/movie/Warcraft,Action,"['Universal-Pictures', 'Legendary-Pictures', 'Blizzard-Entertainment', 'Atlas-Entertainment']",,,"['Travis Fimmel', 'Paula Patton', 'Ben Foster']",['Duncan Jones'],Travis Fimmel,3,Duncan Jones,1,Universal-Pictures,4
272,273,1991,Beauty and the Beast,438656843.0,206333165.0,232323678.0,/movie/Beauty-and-the-Beast-(1991),Musical,['Walt-Disney-Animation-Studios'],110,389965831.0,"[""Paige O'Hara"", 'Robby Benson']","['Gary Trousdale', 'Kirk Wise']",Paige O'Hara,2,Gary Trousdale,2,Walt-Disney-Animation-Studios,1
273,274,2012,Les MisÃ©rables,438420442.0,148809770.0,289610672.0,/movie/Miserables-Les-(2012),Musical,"['Universal-Pictures', 'Relativity-Media', 'Working-Title-Films', 'Cameron-Mackintosh']",651,170153201.0,"['Hugh Jackman', 'Russell Crowe', 'Anne Hathaway']",['Tom Hooper'],Hugh Jackman,3,Tom Hooper,1,Universal-Pictures,4
274,275,2001,The Mummy Returns,435040395.0,202007640.0,233032755.0,/movie/Mummy-Returns-The,Adventure,['Alphaville'],184,326924018.0,[],[],,0,,0,Alphaville,1
275,276,2017,The Greatest Showman,434473253.0,174340174.0,260133079.0,/movie/Greatest-Showman-The,Musical,"['Chernin-Entertainment', 'Seed-Productions', 'Laurence-Mark', 'TSG-Entertainment', 'Twentieth-Century-Fox']",609,176066586.0,"['Hugh Jackman', 'Zac Efron', 'Michelle Williams']",['Michael Gracey'],Hugh Jackman,3,Michael Gracey,1,Chernin-Entertainment,5
276,277,2020,Wo He Wo De Jia Xiang,433241288.0,,433241288.0,/movie/Wo-He-Wo-De-Jia-Xiang-(2020-China),Drama,['Nan'],,,[],[],,0,,0,Nan,1
277,278,2003,Terminator 3: Rise of the Machines,433058296.0,150358296.0,282700000.0,/movie/Terminator-3-Rise-of-the-Machines,Action,['Nan'],377,228404966.0,[],[],,0,,0,Nan,1
278,279,1990,Pretty Woman,432566361.0,178406268.0,254160093.0,/movie/Pretty-Woman,Romantic-Comedy,"['Touchstone-Pictures', 'Regency-Enterprises']",117,387251513.0,[],[],,0,,0,Touchstone-Pictures,2
279,280,2015,Terminator: Genisys,432150894.0,89760956.0,342389938.0,/movie/Terminator-Genisys,Action,"['Skydance-Productions', 'Paramount-Pictures']",,,"['Arnold Schwarzenegger', 'Jason Clarke', 'Jai Courtney']",['Alan Taylor'],Arnold Schwarzenegger,3,Alan Taylor,1,Skydance-Productions,2
280,281,2019,PokÃ©mon: Detective Pikachu,431947558.0,144105346.0,287842212.0,/movie/Pokemon-Detective-Pikachu-(2019),Adventure,"['Warner-Bros', 'Legendary-Pictures', 'Toho-Co']",834,144105349.0,"['Ryan Reynolds', 'Justice Smith']",['Rob Letterman'],Ryan Reynolds,2,Rob Letterman,1,Warner-Bros,3
